Facility,FltDate,FltNo,Fl Inv,Class,Ite Group,Ite code,Ite Desc,AlBillCode,AlBillDesc,BillCatg,Unit,Pax,Qty,UnitPrice,TotalAmount
BGI3,20/01/25,78,SI011900,Y,VS,1YCH04,SP124709- CHML [Y/C],SP124709,CHML,FOO,EA,98,2,14.622,29.24
BGI3,20/01/25,78,SI011900,Y,VS,1YVG01,SP124699- VGML [Y/C],SP124699,VGML,FOO,EA,98,2,14.694,29.39
BGI3,20/01/25,78,SI011900,Y,VS,3YDS01,3354- ORANGE JUICE-1LT,3354,BEVERAGES - ORANGE JUICE - 1 LT,STO,EA,98,23,2.124,48.85
BGI3,20/01/25,78,SI011900,Y,VS,3YDS02,3335-TOMATO JUICE 1LT,3335,BEVERAGES - TOMATO JUICE - 1 LT,STO,EA,98,1,4.057,4.06
BGI3,20/01/25,78,SI011900,Y,VS,3YDS03,3376-CRANBERRY JUICE,3376,BEVERAGES - CRANBERRY JUICE - 1 LT,STO,EA,98,2,5.101,10.2
BGI3,20/01/25,78,SI011900,Y,VS,3YDS04,3353-APPLE JUICE 1LTR,3353,BEVERAGES - APPLE JUICE - 1 LT,STO,EA,98,14,2.124,29.74
BGI3,20/01/25,78,SI011900,Y,VS,3YDS06,3476-MINERAL WATER 1.5LT,3476,BEVERAGES - MINERAL WATER STILL - 1 LT,STO,EA,98,42,2.36,99.12
BGI3,20/01/25,78,SI011900,Y,VS,3YDS07,33169-SPARKLING WATER 1LT,33169,BEVERAGES - MINERAL WATER SPARK - 1 LT,STO,EA,98,10,3.274,32.74
BGI3,20/01/25,78,SI011900,Y,VS,3YDS11,213774-PLASTIC BAG,213774,EQUIPMENT - BAG- PLASTIC BAG,EQU,EA,98,1,0.368,0.37
BGI3,20/01/25,78,SI011900,Y,VS,3YS022,ORANGE LINEN BAG,151383,LAUNDRY - BAG LINEN ORANGE 2014,LAU,EA,98,1,1.969,1.97
BGI3,20/01/25,78,SI011900,Y,VS,3YS023,LINEN TABLECLOTH,3526,LAUNDRY - TABLE CLOTH/RUNNER 2014,LAU,EA,98,33,0.652,21.52
BGI3,20/01/25,78,SI011900,Y,VS,3YS024,LINEN NAPKINS,3527,LAUNDRY - LINEN FOLDED NAPKIN 2014,LAU,EA,98,31,0.522,16.18
BGI3,20/01/25,78,SI011900,Y,VS,3YS032,145995-EQUIP PK - STORES 300,145995,PACKING - FLIGHT PACKING - A330-300,SER,EA,98,1,167.95,167.95
BGI3,20/01/25,78,SI011900,Y,VS,3YS035,145991-TRANS.- HANDLING 33J,145991,TURNAROUND - STRIP - LOAD - A330-300 - 3 FLIGHTS,SER,EA,98,1,483.897,483.9
BGI3,20/01/25,78,SI011900,Y,VS,3YS036,145994- WASH UP A330-300,145994,WASH UP - WASH UP - A330-900,SER,EA,98,1,404.383,404.38
BGI3,20/01/25,78,SI011900,Y,VS,3YS038,17.5% VAT ON LAUNDRY CHRG 33J,51069SALE,SALES TAX - LAUNDRY,VAT,EA,98,1,10.961,10.96
BGI3,20/01/25,78,SI011900,Y,VS,3YS063,25137-CUTLERY WRAP 1ST SERV 33,25137,PACKING - CUTLERY WRAPPING FIRST SERVICE - A330-30,SER,EA,98,1,8.435,8.44
BGI3,20/01/25,78,SI011900,Y,VS,3YS064,33819-CUTLERY WRAP 2ND SERV 33,33819,PACKING - CUTLERY WRAPPING SECOND SERVICE - A330-3,SER,EA,98,1,8.435,8.44
BGI3,20/01/25,78,SI011900,Y,VS,3YS071,32673-CULT WASH-PL 1SER 300,32673,PACKING - CUTLERY WASHUP - POLISHING FIRST SERVICE,SER,EA,98,1,27.272,27.27
BGI3,20/01/25,78,SI011900,Y,VS,3YS072,33141-CULT WASH-PL 2SER 300,33141,PACKING - CUTLERY WASHUP - POLISHING SECOND SERVIC,SER,EA,98,1,18.363,18.36
BGI3,20/01/25,78,SI011900,Y,VS,3YS095,25127- CUTL WSH-POL A330,25127,PACKING - CUTLERY WASHUP - POLISHING - A330-300,SER,EA,98,1,54.402,54.4
BGI3,20/01/25,78,SI011900,Y,VS,FAN17,19382-MILK 100% [Y],19382,FULL FAT MILK - PINT,STO,EA,98,2,4.805,9.61
BGI3,20/01/25,78,SI011900,Y,VS,FAN18,19384- MILK 2% [Y],19384,SEMI SKIMMED MILK - PINT,STO,EA,98,4,4.805,19.22
BGI3,20/01/25,78,SI011900,Y,VS,FAN19,7042-LEMON HALVES [Y],7042,LIME WEDGES,FOO,EA,98,4,5.125,20.5
BGI3,20/01/25,78,SI011900,Y,VS,FAN20,19380- WET ICE [6LB BAG] [Y],19380,WET ICE,WET,EA,98,4,2.942,11.77
BGI3,20/01/25,78,SI011900,Y,VS,YBE11,174148-BREAKFAST BOX,174148,,,EA,98,86,8.412,723.43
BGI3,20/01/25,78,SI011900,Y,VS,YBE24,LO6953-OTIS SPUNKMEYER MUFFIN,LO6953,OTIS SPUNKMEYER MUFFIN,FOO,EA,98,86,1.872,160.99
BGI3,20/01/25,78,SI011900,Y,VS,YDE116,LO7778 - RO CHIX W PEPPERCORN,LO7778,ROASTED CHIX PEPPER SAU MASHED POTATO VEG,FOO,EA,98,60,8.748,524.88
BGI3,20/01/25,78,SI011900,Y,VS,YDE117,LO7779 - MAC PIE W TOM SAUCE,LO7779,MACARONI PIE TOMATO ROSE CREAMY SAUCE,FOO,EA,98,26,5.378,139.83
BGI3,20/01/25,78,SI011900,Y,VS,YDT30,LO2623 - MAIN MEAL TRAY SET UP,LO2623,TRAY SET UP,SER,EA,98,86,8.72,749.92
BGI3,20/01/25,78,SI011900,Y,VS,YPAX03,23240- PER PASSENGER CHARGE[Y],23240,OVERHEAD - Y PAX OVERHEAD - PER PAX,SER,EA,98,87,13.856,1205.47
BGI3,20/01/25,78,SI011900,YC,VS,2CE069, COCO CURRY,LO8708,WILD RICE COCONUT CURRY SAUCE VEG,FOO,EA,12,3,6.438,19.31
BGI3,20/01/25,78,SI011900,YC,VS,2CE070,LO8709 - GARLIC MASH CHIX THIG,LO8709,GARLIC MASH SEARED CHIX GREEN PEPPERCORN SAUCE,FOO,EA,12,3,10.838,32.51
BGI3,20/01/25,78,SI011900,YC,VS,2CE071,LO8710 - MAHI W GARL ORZO PAS,LO8710,SEARED MAHI ORZO PASTA CREOLE SAUCE VEG,FOO,EA,12,2,12.378,24.76
BGI3,20/01/25,78,SI011900,YC,VS,2CE072,LO8711 - PORKLOIN W PO GRATIN,LO8711,SEARED PORK POTATO GRATIN VEG,FOO,EA,12,2,13.84,27.68
BGI3,20/01/25,78,SI011900,YC,VS,2CE073,LO8712 - CHEESE RAVIOLI,LO8712,CHEESE RAVIOLI,FOO,EA,12,2,8.718,17.44
BGI3,20/01/25,78,SI011900,YC,VS,2CFF11,LO4110-WHOLE FRUIT 1,LO4110,SEASONAL WHOLE FRUIT OPTION 1,FOO,EA,12,6,4.622,27.73
BGI3,20/01/25,78,SI011900,YC,VS,2CFF12,LO4111-WHOLE FRUIT 2,LO4111,SEASONAL WHOLE FRUIT OPT 2,FOO,EA,12,6,4.622,27.73
BGI3,20/01/25,78,SI011900,YC,VS,2CFS44,LO5113- EGG SALAD SANDWICH,LO5113,EGG SALAD SANDWICH,FOO,EA,12,3,5.374,16.12
BGI3,20/01/25,78,SI011900,YC,VS,2CFS45,LO5115- TUNASALAD SANDWICH,LO5115,TUNA SALAD SANDWICH,FOO,EA,12,2,6.734,13.47
BGI3,20/01/25,78,SI011900,YC,VS,2CFS49,LO5119- BAP - STREAKY BACON,LO5119,SCOTTISH BAP WITH BACON,FOO,EA,12,4,4.866,19.46
BGI3,20/01/25,78,SI011900,YC,VS,2CFS52,LO5368- PLAIN BAGEL -PC CR CH,LO5368,PLAIN BAGEL WITH PC CREAM CHEESE,FOO,EA,12,4,4.086,16.34
BGI3,20/01/25,78,SI011900,YC,VS,2CFS77,LO8713 - HAM SANDWICH,LO8713,HAM SANDWICH,FOO,EA,12,3,7.734,23.2
BGI3,20/01/25,78,SI011900,YC,VS,2CFS78,LO8714 - CHEESE TOMATO WRAP,LO8714,CHEESE TOMATO CUCUMBER WRAP,FOO,EA,12,2,6.694,13.39
BGI3,20/01/25,78,SI011900,YC,VS,2CFS79,LO8715 - CHICKEN CHEESE BAGEL,LO8715,CHICKEN AND CHEESE BAGEL,FOO,EA,12,2,5.014,10.03
BGI3,20/01/25,78,SI011900,YC,VS,2CFS80,LO8716 - TURKEY SANDWICH,LO8716,TURKEY SANDWICH,FOO,EA,12,4,7.896,31.58
BGI3,20/01/25,78,SI011900,YC,VS,2CFS81, CHUTNE,LO8718,TILLAMOOK CHEESE CARR TROPICAL CHUTNEY,FOO,EA,12,6,6.788,40.73
BGI3,20/01/25,78,SI011900,YC,VS,2CFS82,LO8717 - PROTEIN POT W OLIVES,LO8717,PUMPKIN HUMMUS C CHEESE BLACK OLIVES PITTA BREAD T,FOO,EA,12,6,6.904,41.42
BGI3,20/01/25,78,SI011900,YC,VS,CPAX02,28728- C CREW SVC CHARGE,28728,OVERHEAD - CC OVERHEAD - PER PAX,SER,EA,12,12,25.48,305.76
BGI3,20/01/25,132,SI011899,F,VS,1POAM2,SP170097 - OAML,SP170097,OAML,FOO,EA,44,7,12.582,88.07
BGI3,20/01/25,132,SI011899,F,VS,1POBM2,SP170098 - OBML,SP170098,OBML,FOO,EA,44,5,14.292,71.46
BGI3,20/01/25,132,SI011899,F,VS,1POSML,SP170101 - OSML,SP170101,OSML,FOO,EA,44,2,10.91,21.82
BGI3,20/01/25,132,SI011899,F,VS,1POTML,SP170102 - OTML,SP170102,OTML,FOO,EA,44,5,9.48,47.4
BGI3,20/01/25,132,SI011899,F,VS,1POUML,SP173624 - OUML,SP173624,OUML,FOO,EA,44,1,12.36,12.36
BGI3,20/01/25,132,SI011899,F,VS,1POVML,SP173625 - OVML,SP173625,OVML,FOO,EA,44,1,10.63,10.63
BGI3,20/01/25,132,SI011899,F,VS,FAN12,19381- MILK 100%,19381,FULL FAT MILK - PINT,STO,EA,44,5,4.805,24.03
BGI3,20/01/25,132,SI011899,F,VS,FAN13,19383- MILK 2%,19383,SEMI SKIMMED MILK - PINT,STO,EA,44,2,4.805,9.61
BGI3,20/01/25,132,SI011899,F,VS,FAN14,19385-LEMON HALVES,19385,LEMON WEDGES,FOO,EA,44,3,5.125,15.38
BGI3,20/01/25,132,SI011899,F,VS,FAN21,19379-WET ICE[6LB BAG],19379,WET ICE,WET,EA,44,6,2.942,17.65
BGI3,20/01/25,132,SI011899,F,VS,FAN23,LO7607-CUCUMBER SLICES,LO7607,CUCUMBER SLICES,FOO,EA,44,1,7.686,7.69
BGI3,20/01/25,132,SI011899,F,VS,FAN30,7041- LIME WEDGES,7041,LIME WEDGES,FOO,EA,44,2,4.78,9.56
BGI3,20/01/25,132,SI011899,F,VS,FAN33,23212 - BULK EQUIPMENT,23212,BULK EQUIPMENT,EQU,EA,44,39,1.779,69.38
BGI3,20/01/25,132,SI011899,F,VS,FBD91,LO7757 -WHOLE WHEAT - FLAXSEED,LO7757,WHOLE WHEAT - FLAXSEED KNOT ROLL,FOO,EA,44,22,2.446,53.81
BGI3,20/01/25,132,SI011899,F,VS,FBD92,LO7758 -BLACK OLIVE - GAR ROLL,LO7758,BLACK OLIVE AND GARLIC ROLL,FOO,EA,44,22,2.516,55.35
BGI3,20/01/25,132,SI011899,F,VS,FBD93,LO7759 -CHEDDAR - ONION ROLL,LO7759,CHEDDAR CHEESE AND ONION ROLL,FOO,EA,44,22,2.446,53.81
BGI3,20/01/25,132,SI011899,F,VS,FBT14,LO7770- FRUIT PLATE,LO7770,FRUIT PLATE,FOO,EA,44,22,6.598,145.16
BGI3,20/01/25,132,SI011899,F,VS,FBT16,LO7126 - PLAIN GREEK YOGH FULL,LO7126,PLAIN GREEK YOGHURT - 907 GRAMS,STO,EA,44,1,13.612,13.61
BGI3,20/01/25,132,SI011899,F,VS,FBT17,LO7127- GRANOLA FULL,LO7127,GRANOLA WHOLE GRAIN - 360 GRAMS,STO,EA,44,1,16.562,16.56
BGI3,20/01/25,132,SI011899,F,VS,FBT18,LO7771 - BANANA MUFFIN,LO7771,BANANA MUFFIN,FOO,EA,44,22,3.272,71.98
BGI3,20/01/25,132,SI011899,F,VS,FCE155,LO7764 -HERB CHIX W POT GRATIN,LO7764,HERBED CHIX POTATO GRATIN CORN AND PEPPER,FOO,EA,44,12,12.582,150.98
BGI3,20/01/25,132,SI011899,F,VS,FCE156,LO7765 - MAHI MAHI W WILD RICE,LO7765,SPICED MAHI TURMERIC WILD RICE COCONUT CURRY,FOO,EA,44,7,14.292,100.04
BGI3,20/01/25,132,SI011899,F,VS,FCE157,LO7766 - VEG LASAGNA,LO7766,VEGETABLE LASGNA DUO SCALES,FOO,EA,44,4,12.42,49.68
BGI3,20/01/25,132,SI011899,F,VS,FCF16,LO5500- PICK YOUR OWN,LO5500,CARIBBEAN FRUIT WHOLE [ASSORTED],FOO,EA,44,1,26.288,26.29
BGI3,20/01/25,132,SI011899,F,VS,FCS153,LO8803 - JERK PORK SATAYS,LO8803,,,EA,44,22,6.072,133.58
BGI3,20/01/25,132,SI011899,F,VS,FCS154,LO8804 - PUMKIN HUMMUS,LO8804,,,EA,44,26,5.176,134.58
BGI3,20/01/25,132,SI011899,F,VS,FDD106,LO7762 -SAVOURY CHEESE PLATE,LO7762,STILTON CHEEDAR GOAT GRAPE CHUTNEY,FOO,EA,44,26,7.53,195.78
BGI3,20/01/25,132,SI011899,F,VS,FDD108,LO8805 - DOUBLE CHOC CHE CAKE,LO8805,,,EA,44,18,5.38,96.84
BGI3,20/01/25,132,SI011899,F,VS,FDD109,LO8806 - CARAMEL - PUMKIN BREA,LO8806,,,EA,44,22,4.83,106.26
BGI3,20/01/25,132,SI011899,F,VS,FDT007,LO4801- BUTTER,LO4801,BUTTER [PIPED] BULK LOAED,FOO,EA,44,44,1.042,45.85
BGI3,20/01/25,132,SI011899,F,VS,FHB69,LO4240-BACON BAP,LO4240,BACON BAP,FOO,EA,44,15,5.18,77.7
BGI3,20/01/25,132,SI011899,F,VS,FHB83,LO7767 -SCRAM EGG BB SAUS,LO7767,SCRAMBLE EGGS BACK BACON SAUSAGE BAKED BEANS,FOO,EA,44,22,9.72,213.84
BGI3,20/01/25,132,SI011899,F,VS,FHB84,LO7768 - PEPP - CHEE OMELETTE,LO7768,PEPPER AND CHEESE OMELETTE SPINACH SWEET POTATO,FOO,EA,44,7,7.85,54.95
BGI3,20/01/25,132,SI011899,F,VS,FHB85,LO7769 - CHOCO CHIP PANCAKE,LO7769,CHOCOLATE CHIP PANCAKESPICED PINEAPPLE AND BERRY C,FOO,EA,44,9,6.31,56.79
BGI3,20/01/25,132,SI011899,F,VS,FPAX04,23234-PER PASSENGER CHARGE,23234,OVERHEAD - J PAX OVERHEAD - PER PAX,SER,EA,44,39,36.774,1434.19
BGI3,20/01/25,132,SI011899,J,VS,1JVL01,SP124620 - VLML [J/C],SP124620,VLML,FOO,EA,53,2,12.174,24.35
BGI3,20/01/25,132,SI011899,J,VS,1PWAM2,SP170105 - WAM2,SP170105,WAML,FOO,EA,53,9,8.69,78.21
BGI3,20/01/25,132,SI011899,J,VS,1PWBM2,SP170106 - WBM2,SP170106,WBML,FOO,EA,53,6,11.298,67.79
BGI3,20/01/25,132,SI011899,J,VS,1PWCM2,SP170107 - WCM2,SP170107,WCML,FOO,EA,53,3,7.248,21.74
BGI3,20/01/25,132,SI011899,J,VS,JBE41, PORK SAUG,LO7775,SCRAMBLE EGG PORK SAUSAGE BACK BACON BAKED BEANS,FOO,EA,53,26,6.378,165.83
BGI3,20/01/25,132,SI011899,J,VS,JBE42,LO7776 -EGG - VEG FRITATTA,LO7776,EGG - VEGETABLE FRITATTA SWEET POTATO BLISTERED CH,FOO,EA,53,10,7.518,75.18
BGI3,20/01/25,132,SI011899,J,VS,JBE43,LO7777 -CHOC CHIP PANCAKES,LO7777,CHOCOLATE CHIP PANCAKE CARMALIZED PINEAPPLE AND BE,FOO,EA,53,15,5.378,80.67
BGI3,20/01/25,132,SI011899,J,VS,JCE119,LO7772 -CREOLE CHIX W GAR ORZO,LO7772,SEARED CHIX CREOLE SAUCE GARLIZ ORZO,FOO,EA,53,21,8.69,182.49
BGI3,20/01/25,132,SI011899,J,VS,JCE121,LO7773 -MAHI MAHI W MAS POT,LO7773,SEARED MAHI GARLIC MASH BLISTETED TOMATO,FOO,EA,53,10,11.298,112.98
BGI3,20/01/25,132,SI011899,J,VS,JCE122,LO7774-WILD RICE COCO CURRY,LO7774,WILD RICE COCONUT CURRY SAUCE FRIED PLANTAIN,FOO,EA,53,7,7.248,50.74
BGI3,20/01/25,132,SI011899,J,VS,JDT33,LO2622- TRAY SET MM,LO2622,TRAY SET UP,SER,EA,53,51,16.138,823.04
BGI3,20/01/25,132,SI011899,J,VS,JPAX02,23237-PER PASSENGER CHARGE,23237,OVERHEAD - W PAX OVERHEAD - PER PAX,SER,EA,53,44,16.939,745.32
BGI3,20/01/25,132,SI011899,Y,VS,1YAV01,SP124700- AVML [Y/C],SP124700,AVML,FOO,EA,95,2,15.115,30.23
BGI3,20/01/25,132,SI011899,Y,VS,1YCH04,SP124709- CHML [Y/C],SP124709,CHML,FOO,EA,95,2,14.622,29.24
BGI3,20/01/25,132,SI011899,Y,VS,1YGF01,SP124706 - GFML [Y/C],SP124706,GFML,FOO,EA,95,1,22.504,22.5
BGI3,20/01/25,132,SI011899,Y,VS,1YNL01,SP124712 - NLML [Y/C],SP124712,NLML,FOO,EA,95,1,22.504,22.5
BGI3,20/01/25,132,SI011899,Y,VS,1YVG01,SP124699- VGML [Y/C],SP124699,VGML,FOO,EA,95,2,14.694,29.39
BGI3,20/01/25,132,SI011899,Y,VS,1YVL01,SP124698- VLML [Y/C],SP124698,VLML,FOO,EA,95,2,12.154,24.31
BGI3,20/01/25,132,SI011899,Y,VS,3YDS01,3354- ORANGE JUICE-1LT,3354,BEVERAGES - ORANGE JUICE - 1 LT,STO,EA,95,19,2.124,40.36
BGI3,20/01/25,132,SI011899,Y,VS,3YDS02,3335-TOMATO JUICE 1LT,3335,BEVERAGES - TOMATO JUICE - 1 LT,STO,EA,95,2,4.057,8.11
BGI3,20/01/25,132,SI011899,Y,VS,3YDS03,3376-CRANBERRY JUICE,3376,BEVERAGES - CRANBERRY JUICE - 1 LT,STO,EA,95,1,5.101,5.1
BGI3,20/01/25,132,SI011899,Y,VS,3YDS04,3353-APPLE JUICE 1LTR,3353,BEVERAGES - APPLE JUICE - 1 LT,STO,EA,95,16,2.124,33.98
BGI3,20/01/25,132,SI011899,Y,VS,3YDS06,3476-MINERAL WATER 1.5LT,3476,BEVERAGES - MINERAL WATER STILL - 1 LT,STO,EA,95,85,2.36,200.6
BGI3,20/01/25,132,SI011899,Y,VS,3YDS07,33169-SPARKLING WATER 1LT,33169,BEVERAGES - MINERAL WATER SPARK - 1 LT,STO,EA,95,9,3.274,29.47
BGI3,20/01/25,132,SI011899,Y,VS,3YDS11,213774-PLASTIC BAG,213774,EQUIPMENT - BAG- PLASTIC BAG,EQU,EA,95,1,0.368,0.37
BGI3,20/01/25,132,SI011899,Y,VS,3YS022,ORANGE LINEN BAG,151383,LAUNDRY - BAG LINEN ORANGE 2014,LAU,EA,95,1,1.969,1.97
BGI3,20/01/25,132,SI011899,Y,VS,3YS023,LINEN TABLECLOTH,3526,LAUNDRY - TABLE CLOTH/RUNNER 2014,LAU,EA,95,1,0.652,0.65
BGI3,20/01/25,132,SI011899,Y,VS,3YS024,LINEN NAPKINS,3527,LAUNDRY - LINEN FOLDED NAPKIN 2014,LAU,EA,95,44,0.522,22.97
BGI3,20/01/25,132,SI011899,Y,VS,3YS032,145995-EQUIP PK - STORES 300,145995,PACKING - FLIGHT PACKING - A330-300,SER,EA,95,1,167.95,167.95
BGI3,20/01/25,132,SI011899,Y,VS,3YS035,145991-TRANS.- HANDLING 33J,145991,TURNAROUND - STRIP - LOAD - A330-300 - 3 FLIGHTS,SER,EA,95,1,483.897,483.9
BGI3,20/01/25,132,SI011899,Y,VS,3YS036,145994- WASH UP A330-300,145994,WASH UP - WASH UP - A330-900,SER,EA,95,1,404.383,404.38
BGI3,20/01/25,132,SI011899,Y,VS,3YS038,17.5% VAT ON LAUNDRY CHRG 33J,51069SALE,SALES TAX - LAUNDRY,VAT,EA,95,1,10.961,10.96
BGI3,20/01/25,132,SI011899,Y,VS,3YS063,25137-CUTLERY WRAP 1ST SERV 33,25137,PACKING - CUTLERY WRAPPING FIRST SERVICE - A330-30,SER,EA,95,1,8.435,8.44
BGI3,20/01/25,132,SI011899,Y,VS,3YS064,33819-CUTLERY WRAP 2ND SERV 33,33819,PACKING - CUTLERY WRAPPING SECOND SERVICE - A330-3,SER,EA,95,1,8.435,8.44
BGI3,20/01/25,132,SI011899,Y,VS,3YS071,32673-CULT WASH-PL 1SER 300,32673,PACKING - CUTLERY WASHUP - POLISHING FIRST SERVICE,SER,EA,95,1,27.272,27.27
BGI3,20/01/25,132,SI011899,Y,VS,3YS072,33141-CULT WASH-PL 2SER 300,33141,PACKING - CUTLERY WASHUP - POLISHING SECOND SERVIC,SER,EA,95,1,18.363,18.36
BGI3,20/01/25,132,SI011899,Y,VS,3YS095,25127- CUTL WSH-POL A330,25127,PACKING - CUTLERY WASHUP - POLISHING - A330-300,SER,EA,95,1,54.402,54.4
BGI3,20/01/25,132,SI011899,Y,VS,FAN17,19382-MILK 100% [Y],19382,FULL FAT MILK - PINT,STO,EA,95,2,4.805,9.61
BGI3,20/01/25,132,SI011899,Y,VS,FAN18,19384- MILK 2% [Y],19384,SEMI SKIMMED MILK - PINT,STO,EA,95,4,4.805,19.22
BGI3,20/01/25,132,SI011899,Y,VS,FAN19,7042-LEMON HALVES [Y],7042,LIME WEDGES,FOO,EA,95,4,5.125,20.5
BGI3,20/01/25,132,SI011899,Y,VS,FAN20,19380- WET ICE [6LB BAG] [Y],19380,WET ICE,WET,EA,95,4,2.942,11.77
BGI3,20/01/25,132,SI011899,Y,VS,YBE11,174148-BREAKFAST BOX,174148,,,EA,95,85,8.412,715.02
BGI3,20/01/25,132,SI011899,Y,VS,YBE24,LO6953-OTIS SPUNKMEYER MUFFIN,LO6953,OTIS SPUNKMEYER MUFFIN,FOO,EA,95,85,1.872,159.12
BGI3,20/01/25,132,SI011899,Y,VS,YDE116,LO7778 - RO CHIX W PEPPERCORN,LO7778,ROASTED CHIX PEPPER SAU MASHED POTATO VEG,FOO,EA,95,59,8.748,516.13
BGI3,20/01/25,132,SI011899,Y,VS,YDE117,LO7779 - MAC PIE W TOM SAUCE,LO7779,MACARONI PIE TOMATO ROSE CREAMY SAUCE,FOO,EA,95,26,5.378,139.83
BGI3,20/01/25,132,SI011899,Y,VS,YDT30,LO2623 - MAIN MEAL TRAY SET UP,LO2623,TRAY SET UP,SER,EA,95,85,8.72,741.2
BGI3,20/01/25,132,SI011899,Y,VS,YPAX03,23240- PER PASSENGER CHARGE[Y],23240,OVERHEAD - Y PAX OVERHEAD - PER PAX,SER,EA,95,89,13.856,1233.18
BGI3,20/01/25,132,SI011899,YC,VS,2CE069, COCO CURRY,LO8708,WILD RICE COCONUT CURRY SAUCE VEG,FOO,EA,12,3,6.438,19.31
BGI3,20/01/25,132,SI011899,YC,VS,2CE070,LO8709 - GARLIC MASH CHIX THIG,LO8709,GARLIC MASH SEARED CHIX GREEN PEPPERCORN SAUCE,FOO,EA,12,3,10.838,32.51
BGI3,20/01/25,132,SI011899,YC,VS,2CE071,LO8710 - MAHI W GARL ORZO PAS,LO8710,SEARED MAHI ORZO PASTA CREOLE SAUCE VEG,FOO,EA,12,2,12.378,24.76
BGI3,20/01/25,132,SI011899,YC,VS,2CE072,LO8711 - PORKLOIN W PO GRATIN,LO8711,SEARED PORK POTATO GRATIN VEG,FOO,EA,12,2,13.84,27.68
BGI3,20/01/25,132,SI011899,YC,VS,2CE073,LO8712 - CHEESE RAVIOLI,LO8712,CHEESE RAVIOLI,FOO,EA,12,2,8.718,17.44
BGI3,20/01/25,132,SI011899,YC,VS,2CFF11,LO4110-WHOLE FRUIT 1,LO4110,SEASONAL WHOLE FRUIT OPTION 1,FOO,EA,12,6,4.622,27.73
BGI3,20/01/25,132,SI011899,YC,VS,2CFF12,LO4111-WHOLE FRUIT 2,LO4111,SEASONAL WHOLE FRUIT OPT 2,FOO,EA,12,6,4.622,27.73
BGI3,20/01/25,132,SI011899,YC,VS,2CFS44,LO5113- EGG SALAD SANDWICH,LO5113,EGG SALAD SANDWICH,FOO,EA,12,3,5.374,16.12
BGI3,20/01/25,132,SI011899,YC,VS,2CFS45,LO5115- TUNASALAD SANDWICH,LO5115,TUNA SALAD SANDWICH,FOO,EA,12,2,6.734,13.47
BGI3,20/01/25,132,SI011899,YC,VS,2CFS49,LO5119- BAP - STREAKY BACON,LO5119,SCOTTISH BAP WITH BACON,FOO,EA,12,4,4.866,19.46
BGI3,20/01/25,132,SI011899,YC,VS,2CFS52,LO5368- PLAIN BAGEL -PC CR CH,LO5368,PLAIN BAGEL WITH PC CREAM CHEESE,FOO,EA,12,4,4.086,16.34
BGI3,20/01/25,132,SI011899,YC,VS,2CFS77,LO8713 - HAM SANDWICH,LO8713,HAM SANDWICH,FOO,EA,12,3,7.734,23.2
BGI3,20/01/25,132,SI011899,YC,VS,2CFS78,LO8714 - CHEESE TOMATO WRAP,LO8714,CHEESE TOMATO CUCUMBER WRAP,FOO,EA,12,2,6.694,13.39
BGI3,20/01/25,132,SI011899,YC,VS,2CFS79,LO8715 - CHICKEN CHEESE BAGEL,LO8715,CHICKEN AND CHEESE BAGEL,FOO,EA,12,2,5.014,10.03
BGI3,20/01/25,132,SI011899,YC,VS,2CFS80,LO8716 - TURKEY SANDWICH,LO8716,TURKEY SANDWICH,FOO,EA,12,4,7.896,31.58
BGI3,20/01/25,132,SI011899,YC,VS,2CFS81, CHUTNE,LO8718,TILLAMOOK CHEESE CARR TROPICAL CHUTNEY,FOO,EA,12,6,6.788,40.73
BGI3,20/01/25,132,SI011899,YC,VS,2CFS82,LO8717 - PROTEIN POT W OLIVES,LO8717,PUMPKIN HUMMUS C CHEESE BLACK OLIVES PITTA BREAD T,FOO,EA,12,6,6.904,41.42
BGI3,20/01/25,132,SI011899,YC,VS,CPAX02,28728- C CREW SVC CHARGE,28728,OVERHEAD - CC OVERHEAD - PER PAX,SER,EA,12,12,25.48,305.76
BGI3,20/01/25,198A,SI011898,F,VS,FPAX06,F PAX CHG SHUTTLE,23234ISLAND,OVERHEAD - J INTERISLAND OVERHEAD - PER PAX,SER,EA,2,2,0.831,1.66
BGI3,20/01/25,198A,SI011898,F,VS,JSN04,LO7128 - ORIGINAL SHIRLEY,LO7128,ORIGINAL SHIRLEY BISCUIT,STO,EA,2,2,1.096,2.19
BGI3,20/01/25,198A,SI011898,J,VS,JPAX03,J PAX CHG SHUTTLE,23237ISLAND,OVERHEAD - W INTERISLAND OVERHEAD - PER PAX,SER,EA,9,9,0.831,7.48
BGI3,20/01/25,198A,SI011898,J,VS,JSN05,LO7135 - ORIGINAL SHIRLEY,LO7135,ORIGINAL SHIRLEY BISCUIT,STO,EA,9,9,1.096,9.86
BGI3,20/01/25,198A,SI011898,Y,VS,JSN06,LO7138 - ORIGINAL SHIRLEY,LO7138,ORIGINAL SHIRLEY BISCUIT,STO,EA,81,81,1.096,88.78
BGI3,20/01/25,198A,SI011898,Y,VS,YPAX04,Y PAX CHG SHUTTLE,23240ISLAND,OVERHEAD - Y INTERISLAND OVERHEAD - PER PAX,SER,EA,81,81,0.831,67.31
BGI3,20/01/25,198A,SI011898,YC,VS,FAN35,WATER 1.5LT,LO2664,INTERISLAND 1.5 LTR WATER,STO,EA,12,12,2.36,28.32
