Facility,FltDate,FltNo,Fl Inv,Class,Ite Group,Ite code,Ite Desc,AlBillCode,AlBillDesc,BillCatg,Unit,Pax,Qty,UnitPrice,TotalAmount
BGI3,1/1/2025,197,SI011690,J,VS,JSN05,LO7135 - ORIGINAL SHIRLEY,LO7135,ORIGINAL SHIRLEY BISCUIT,STO,EA,13,13,1.096,14.25
BGI3,1/1/2025,197,SI011690,Y,VS,3YS035,145991-TRANS.- HANDLING 33J,145991,TURNAROUND - STRIP - LOAD - A330-300 - 3 FLIGHTS,SER,EA,71,1,483.897,483.9
BGI3,1/1/2025,198,SI011698,F,VS,1FGF01,SP124540- GFML [F/C],SP124540,GFML,FOO,EA,32,1,31.461,31.46
BGI3,1/1/2025,198,SI011698,F,VS,1FVG01,SP124533- VGML [F/C],SP124533,VGML,FOO,EA,32,2,32.179,64.36
BGI3,1/1/2025,198,SI011698,F,VS,FAN12,19381- MILK 100%,19381,FULL FAT MILK - PINT,STO,EA,32,4,4.805,19.22
BGI3,1/1/2025,198,SI011698,F,VS,FAN13,19383- MILK 2%,19383,SEMI SKIMMED MILK - PINT,STO,EA,32,2,4.805,9.61
BGI3,1/1/2025,198,SI011698,F,VS,FAN14,19385-LEMON HALVES,19385,LEMON WEDGES,FOO,EA,32,2,5.125,10.25
BGI3,1/1/2025,198,SI011698,F,VS,FAN21,19379-WET ICE[6LB BAG],19379,WET ICE,WET,EA,32,4,2.942,11.77
BGI3,1/1/2025,198,SI011698,F,VS,FAN30,7041- LIME WEDGES,7041,LIME WEDGES,FOO,EA,32,2,4.78,9.56
BGI3,1/1/2025,198,SI011698,F,VS,FPAX04,23234-PER PASSENGER CHARGE,23234,OVERHEAD - J PAX OVERHEAD - PER PAX,SER,EA,32,18,36.774,661.93
BGI3,1/1/2025,198,SI011698,J,VS,1JCH03,SP124631 - CHILD MEAL [J/C],SP124631,CHML,FOO,EA,46,1,14.622,14.62
BGI3,1/1/2025,198,SI011698,J,VS,1JMO01,SP124624 - MOML [J/C],SP124624,MOML,FOO,EA,46,1,12.154,12.15
BGI3,1/1/2025,198,SI011698,J,VS,JDT33,LO2622- TRAY SET MM,LO2622,TRAY SET UP,SER,EA,46,44,16.138,710.07
BGI3,1/1/2025,198,SI011698,J,VS,JPAX02,23237-PER PASSENGER CHARGE,23237,OVERHEAD - W PAX OVERHEAD - PER PAX,SER,EA,46,28,16.939,474.29
BGI3,1/1/2025,198,SI011698,Y,VS,1YAV01,SP124700- AVML [Y/C],SP124700,AVML,FOO,EA,184,1,15.115,15.12
BGI3,1/1/2025,198,SI011698,Y,VS,1YCH04,SP124709- CHML [Y/C],SP124709,CHML,FOO,EA,184,6,14.622,87.73
BGI3,1/1/2025,198,SI011698,Y,VS,1YFP01,SP124713 - FPML [Y/C],SP124713,FPML,FOO,EA,184,1,18.156,18.16
BGI3,1/1/2025,198,SI011698,Y,VS,1YGF01,SP124706 - GFML [Y/C],SP124706,GFML,FOO,EA,184,2,22.504,45.01
BGI3,1/1/2025,198,SI011698,Y,VS,1YMO01,SP124702 - MOML [Y/C],SP124702,MOML,FOO,EA,184,4,12.154,48.62
BGI3,1/1/2025,198,SI011698,Y,VS,1YNL01,SP124712 - NLML [Y/C],SP124712,NLML,FOO,EA,184,3,22.504,67.51
BGI3,1/1/2025,198,SI011698,Y,VS,1YVG01,SP124699- VGML [Y/C],SP124699,VGML,FOO,EA,184,5,14.694,73.47
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS01,3354- ORANGE JUICE-1LT,3354,BEVERAGES - ORANGE JUICE - 1 LT,STO,EA,184,28,2.124,59.47
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS02,3335-TOMATO JUICE 1LT,3335,BEVERAGES - TOMATO JUICE - 1 LT,STO,EA,184,3,4.057,12.17
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS03,3376-CRANBERRY JUICE,3376,BEVERAGES - CRANBERRY JUICE - 1 LT,STO,EA,184,3,5.101,15.3
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS04,3353-APPLE JUICE 1LTR,3353,BEVERAGES - APPLE JUICE - 1 LT,STO,EA,184,17,2.124,36.11
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS06,3476-MINERAL WATER 1.5LT,3476,BEVERAGES - MINERAL WATER STILL - 1 LT,STO,EA,184,54,2.36,127.44
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS07,33169-SPARKLING WATER 1LT,33169,BEVERAGES - MINERAL WATER SPARK - 1 LT,STO,EA,184,13,3.274,42.56
BGI3,1/1/2025,198,SI011698,Y,VS,3YDS11,213774-PLASTIC BAG,213774,EQUIPMENT - BAG- PLASTIC BAG,EQU,EA,184,1,0.368,0.37
BGI3,1/1/2025,198,SI011698,Y,VS,3YS022,ORANGE LINEN BAG,151383,LAUNDRY - BAG LINEN ORANGE 2014,LAU,EA,184,1,1.969,1.97
BGI3,1/1/2025,198,SI011698,Y,VS,3YS023,LINEN TABLECLOTH,3526,LAUNDRY - TABLE CLOTH/RUNNER 2014,LAU,EA,184,33,0.652,21.52
BGI3,1/1/2025,198,SI011698,Y,VS,3YS024,LINEN NAPKINS,3527,LAUNDRY - LINEN FOLDED NAPKIN 2014,LAU,EA,184,75,0.522,39.15
BGI3,1/1/2025,198,SI011698,Y,VS,3YS032,145995-EQUIP PK - STORES 300,145995,PACKING - FLIGHT PACKING - A330-300,SER,EA,184,1,167.95,167.95
BGI3,1/1/2025,198,SI011698,Y,VS,3YS035,145991-TRANS.- HANDLING 33J,145991,TURNAROUND - STRIP - LOAD - A330-300 - 3 FLIGHTS,SER,EA,184,1,483.897,483.9
BGI3,1/1/2025,198,SI011698,Y,VS,3YS036,145994- WASH UP A330-300,145994,WASH UP - WASH UP - A330-900,SER,EA,184,1,391.843,391.84
BGI3,1/1/2025,198,SI011698,Y,VS,3YS038,17.5% VAT ON LAUNDRY CHRG 33J,51069SALE,SALES TAX - LAUNDRY,VAT,EA,184,1,10.961,10.96
BGI3,1/1/2025,198,SI011698,Y,VS,3YS063,25137-CUTLERY WRAP 1ST SERV 33,25137,PACKING - CUTLERY WRAPPING FIRST SERVICE - A330-30,SER,EA,184,1,8.435,8.44
BGI3,1/1/2025,198,SI011698,Y,VS,3YS064,33819-CUTLERY WRAP 2ND SERV 33,33819,PACKING - CUTLERY WRAPPING SECOND SERVICE - A330-3,SER,EA,184,1,8.435,8.44
BGI3,1/1/2025,198,SI011698,Y,VS,3YS071,32673-CULT WASH-PL 1SER 300,32673,PACKING - CUTLERY WASHUP - POLISHING FIRST SERVICE,SER,EA,184,1,27.272,27.27
BGI3,1/1/2025,198,SI011698,Y,VS,3YS072,33141-CULT WASH-PL 2SER 300,33141,PACKING - CUTLERY WASHUP - POLISHING SECOND SERVIC,SER,EA,184,1,18.363,18.36
BGI3,1/1/2025,198,SI011698,Y,VS,FAN17,19382-MILK 100% [Y],19382,FULL FAT MILK - PINT,STO,EA,184,2,4.805,9.61
BGI3,1/1/2025,198,SI011698,Y,VS,FAN18,19384- MILK 2% [Y],19384,SEMI SKIMMED MILK - PINT,STO,EA,184,4,4.805,19.22
BGI3,1/1/2025,198,SI011698,Y,VS,FAN19,7042-LEMON HALVES [Y],7042,LIME WEDGES,FOO,EA,184,8,5.125,41
BGI3,1/1/2025,198,SI011698,Y,VS,FAN20,19380- WET ICE [6LB BAG] [Y],19380,WET ICE,WET,EA,184,8,2.942,23.54
BGI3,1/1/2025,198,SI011698,Y,VS,YBE11,174148-BREAKFAST BOX,174148,,,EA,184,162,8.412,1362.74
BGI3,1/1/2025,198,SI011698,Y,VS,YPAX03,23240- PER PASSENGER CHARGE[Y],23240,OVERHEAD - Y PAX OVERHEAD - PER PAX,SER,EA,184,187,13.856,2591.07
BGI3,1/1/2025,198,SI011698,YC,VS,2CE069, COCO CURRY,LO8708,WILD RICE COCONUT CURRY SAUCE VEG,FOO,EA,12,3,6.438,19.31
BGI3,1/1/2025,198,SI011698,YC,VS,2CE070,LO8709 - GARLIC MASH CHIX THIG,LO8709,GARLIC MASH SEARED CHIX GREEN PEPPERCORN SAUCE,FOO,EA,12,3,10.838,32.51
BGI3,1/1/2025,198,SI011698,YC,VS,2CE071,LO8710 - MAHI W GARL ORZO PAS,LO8710,SEARED MAHI ORZO PASTA CREOLE SAUCE VEG,FOO,EA,12,2,12.378,24.76
BGI3,1/1/2025,198,SI011698,YC,VS,2CE072,LO8711 - PORKLOIN W PO GRATIN,LO8711,SEARED PORK POTATO GRATIN VEG,FOO,EA,12,2,13.84,27.68
BGI3,1/1/2025,198,SI011698,YC,VS,2CE073,LO8712 - CHEESE RAVIOLI,LO8712,CHEESE RAVIOLI,FOO,EA,12,2,8.718,17.44
BGI3,1/1/2025,198,SI011698,YC,VS,2CFF11,LO4110-WHOLE FRUIT 1,LO4110,SEASONAL WHOLE FRUIT OPTION 1,FOO,EA,12,6,4.622,27.73
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS44,LO5113- EGG SALAD SANDWICH,LO5113,EGG SALAD SANDWICH,FOO,EA,12,3,5.374,16.12
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS45,LO5115- TUNASALAD SANDWICH,LO5115,TUNA SALAD SANDWICH,FOO,EA,12,2,6.734,13.47
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS49,LO5119- BAP - STREAKY BACON,LO5119,SCOTTISH BAP WITH BACON,FOO,EA,12,4,4.866,19.46
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS52,LO5368- PLAIN BAGEL -PC CR CH,LO5368,PLAIN BAGEL WITH PC CREAM CHEESE,FOO,EA,12,4,4.086,16.34
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS77,LO8713 - HAM SANDWICH,LO8713,HAM SANDWICH,FOO,EA,12,3,7.734,23.2
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS78,LO8714 - CHEESE TOMATO WRAP,LO8714,CHEESE TOMATO CUCUMBER WRAP,FOO,EA,12,2,6.694,13.39
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS79,LO8715 - CHICKEN CHEESE BAGEL,LO8715,CHICKEN AND CHEESE BAGEL,FOO,EA,12,2,5.014,10.03
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS80,LO8716 - TURKEY SANDWICH,LO8716,TURKEY SANDWICH,FOO,EA,12,4,7.896,31.58
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS81, CHUTNE,LO8718,TILLAMOOK CHEESE CARR TROPICAL CHUTNEY,FOO,EA,12,6,6.788,40.73
BGI3,1/1/2025,198,SI011698,YC,VS,2CFS82,LO8717 - PROTEIN POT W OLIVES,LO8717,PUMPKIN HUMMUS C CHEESE BLACK OLIVES PITTA BREAD T,FOO,EA,12,6,6.904,41.42
BGI3,1/1/2025,198,SI011698,YC,VS,CPAX02,28728- C CREW SVC CHARGE,28728,OVERHEAD - CC OVERHEAD - PER PAX,SER,EA,12,12,25.48,305.76
BGI3,1/1/2025,132,SI011692,F,VS,1FCH02,SP124543 - CHILD MEAL [F/C],SP124543,CHML,FOO,EA,44,3,29.908,89.72
BGI3,1/1/2025,132,SI011692,F,VS,1FVL01,SP124532 - VLML [F/C],SP124532,VLML,FOO,EA,44,1,33.728,33.73
BGI3,1/1/2025,132,SI011692,F,VS,FAN12,19381- MILK 100%,19381,FULL FAT MILK - PINT,STO,EA,44,5,4.805,24.03
BGI3,1/1/2025,132,SI011692,F,VS,FAN13,19383- MILK 2%,19383,SEMI SKIMMED MILK - PINT,STO,EA,44,2,4.805,9.61
BGI3,1/1/2025,132,SI011692,F,VS,FAN14,19385-LEMON HALVES,19385,LEMON WEDGES,FOO,EA,44,3,5.125,15.38
BGI3,1/1/2025,132,SI011692,F,VS,FAN21,19379-WET ICE[6LB BAG],19379,WET ICE,WET,EA,44,6,2.942,17.65
BGI3,1/1/2025,132,SI011692,F,VS,FAN30,7041- LIME WEDGES,7041,LIME WEDGES,FOO,EA,44,2,4.78,9.56
BGI3,1/1/2025,132,SI011692,F,VS,FPAX04,23234-PER PASSENGER CHARGE,23234,OVERHEAD - J PAX OVERHEAD - PER PAX,SER,EA,44,43,36.774,1581.28
BGI3,1/1/2025,132,SI011692,J,VS,1JCH03,SP124631 - CHILD MEAL [J/C],SP124631,CHML,FOO,EA,39,1,14.622,14.62
BGI3,1/1/2025,132,SI011692,J,VS,JDT33,LO2622- TRAY SET MM,LO2622,TRAY SET UP,SER,EA,39,38,16.138,613.24
BGI3,1/1/2025,132,SI011692,J,VS,JPAX02,23237-PER PASSENGER CHARGE,23237,OVERHEAD - W PAX OVERHEAD - PER PAX,SER,EA,39,27,16.939,457.35
BGI3,1/1/2025,132,SI011692,Y,VS,1YAV01,SP124700- AVML [Y/C],SP124700,AVML,FOO,EA,235,2,15.115,30.23
BGI3,1/1/2025,132,SI011692,Y,VS,1YCH04,SP124709- CHML [Y/C],SP124709,CHML,FOO,EA,235,6,14.622,87.73
BGI3,1/1/2025,132,SI011692,Y,VS,1YGF01,SP124706 - GFML [Y/C],SP124706,GFML,FOO,EA,235,4,22.504,90.02
BGI3,1/1/2025,132,SI011692,Y,VS,1YKO04,SP124708 - KSML [Y/C],SP124708,KSML,FOO,EA,235,1,14.178,14.18
BGI3,1/1/2025,132,SI011692,Y,VS,1YNL01,SP124712 - NLML [Y/C],SP124712,NLML,FOO,EA,235,2,22.504,45.01
BGI3,1/1/2025,132,SI011692,Y,VS,1YVG01,SP124699- VGML [Y/C],SP124699,VGML,FOO,EA,235,3,14.694,44.08
BGI3,1/1/2025,132,SI011692,Y,VS,1YVL01,SP124698- VLML [Y/C],SP124698,VLML,FOO,EA,235,4,12.154,48.62
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS01,3354- ORANGE JUICE-1LT,3354,BEVERAGES - ORANGE JUICE - 1 LT,STO,EA,235,26,2.124,55.22
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS02,3335-TOMATO JUICE 1LT,3335,BEVERAGES - TOMATO JUICE - 1 LT,STO,EA,235,3,4.057,12.17
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS03,3376-CRANBERRY JUICE,3376,BEVERAGES - CRANBERRY JUICE - 1 LT,STO,EA,235,1,5.101,5.1
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS04,3353-APPLE JUICE 1LTR,3353,BEVERAGES - APPLE JUICE - 1 LT,STO,EA,235,16,2.124,33.98
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS06,3476-MINERAL WATER 1.5LT,3476,BEVERAGES - MINERAL WATER STILL - 1 LT,STO,EA,235,82,2.36,193.52
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS07,33169-SPARKLING WATER 1LT,33169,BEVERAGES - MINERAL WATER SPARK - 1 LT,STO,EA,235,10,3.274,32.74
BGI3,1/1/2025,132,SI011692,Y,VS,3YDS11,213774-PLASTIC BAG,213774,EQUIPMENT - BAG- PLASTIC BAG,EQU,EA,235,2,0.368,0.74
BGI3,1/1/2025,132,SI011692,Y,VS,3YS022,ORANGE LINEN BAG,151383,LAUNDRY - BAG LINEN ORANGE 2014,LAU,EA,235,2,1.969,3.94
BGI3,1/1/2025,132,SI011692,Y,VS,3YS024,LINEN NAPKINS,3527,LAUNDRY - LINEN FOLDED NAPKIN 2014,LAU,EA,235,128,0.522,66.82
BGI3,1/1/2025,132,SI011692,Y,VS,3YS032,145995-EQUIP PK - STORES 300,145995,PACKING - FLIGHT PACKING - A330-300,SER,EA,235,1,167.95,167.95
BGI3,1/1/2025,132,SI011692,Y,VS,3YS035,145991-TRANS.- HANDLING 33J,145991,TURNAROUND - STRIP - LOAD - A330-300 - 3 FLIGHTS,SER,EA,235,1,483.897,483.9
BGI3,1/1/2025,132,SI011692,Y,VS,3YS036,145994- WASH UP A330-300,145994,WASH UP - WASH UP - A330-900,SER,EA,235,1,391.843,391.84
BGI3,1/1/2025,132,SI011692,Y,VS,3YS038,17.5% VAT ON LAUNDRY CHRG 33J,51069SALE,SALES TAX - LAUNDRY,VAT,EA,235,1,10.961,10.96
BGI3,1/1/2025,132,SI011692,Y,VS,3YS063,25137-CUTLERY WRAP 1ST SERV 33,25137,PACKING - CUTLERY WRAPPING FIRST SERVICE - A330-30,SER,EA,235,1,8.435,8.44
BGI3,1/1/2025,132,SI011692,Y,VS,3YS064,33819-CUTLERY WRAP 2ND SERV 33,33819,PACKING - CUTLERY WRAPPING SECOND SERVICE - A330-3,SER,EA,235,1,8.435,8.44
BGI3,1/1/2025,132,SI011692,Y,VS,3YS071,32673-CULT WASH-PL 1SER 300,32673,PACKING - CUTLERY WASHUP - POLISHING FIRST SERVICE,SER,EA,235,1,27.272,27.27
BGI3,1/1/2025,132,SI011692,Y,VS,3YS072,33141-CULT WASH-PL 2SER 300,33141,PACKING - CUTLERY WASHUP - POLISHING SECOND SERVIC,SER,EA,235,1,18.363,18.36
BGI3,1/1/2025,132,SI011692,Y,VS,FAN17,19382-MILK 100% [Y],19382,FULL FAT MILK - PINT,STO,EA,235,2,4.805,9.61
BGI3,1/1/2025,132,SI011692,Y,VS,FAN18,19384- MILK 2% [Y],19384,SEMI SKIMMED MILK - PINT,STO,EA,235,4,4.805,19.22
BGI3,1/1/2025,132,SI011692,Y,VS,FAN19,7042-LEMON HALVES [Y],7042,LIME WEDGES,FOO,EA,235,10,5.125,51.25
BGI3,1/1/2025,132,SI011692,Y,VS,FAN20,19380- WET ICE [6LB BAG] [Y],19380,WET ICE,WET,EA,235,10,2.942,29.42
BGI3,1/1/2025,132,SI011692,Y,VS,YBE11,174148-BREAKFAST BOX,174148,,,EA,235,213,8.412,1791.76
BGI3,1/1/2025,132,SI011692,Y,VS,YPAX03,23240- PER PASSENGER CHARGE[Y],23240,OVERHEAD - Y PAX OVERHEAD - PER PAX,SER,EA,235,232,13.856,3214.59
BGI3,1/1/2025,132,SI011692,YC,VS,2CE069, COCO CURRY,LO8708,WILD RICE COCONUT CURRY SAUCE VEG,FOO,EA,12,3,6.438,19.31
BGI3,1/1/2025,132,SI011692,YC,VS,2CE070,LO8709 - GARLIC MASH CHIX THIG,LO8709,GARLIC MASH SEARED CHIX GREEN PEPPERCORN SAUCE,FOO,EA,12,3,10.838,32.51
BGI3,1/1/2025,132,SI011692,YC,VS,2CE071,LO8710 - MAHI W GARL ORZO PAS,LO8710,SEARED MAHI ORZO PASTA CREOLE SAUCE VEG,FOO,EA,12,2,12.378,24.76
BGI3,1/1/2025,132,SI011692,YC,VS,2CE072,LO8711 - PORKLOIN W PO GRATIN,LO8711,SEARED PORK POTATO GRATIN VEG,FOO,EA,12,2,13.84,27.68
BGI3,1/1/2025,132,SI011692,YC,VS,2CE073,LO8712 - CHEESE RAVIOLI,LO8712,CHEESE RAVIOLI,FOO,EA,12,2,8.718,17.44
BGI3,1/1/2025,132,SI011692,YC,VS,2CFF11,LO4110-WHOLE FRUIT 1,LO4110,SEASONAL WHOLE FRUIT OPTION 1,FOO,EA,12,6,4.622,27.73
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS44,LO5113- EGG SALAD SANDWICH,LO5113,EGG SALAD SANDWICH,FOO,EA,12,3,5.374,16.12
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS45,LO5115- TUNASALAD SANDWICH,LO5115,TUNA SALAD SANDWICH,FOO,EA,12,2,6.734,13.47
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS49,LO5119- BAP - STREAKY BACON,LO5119,SCOTTISH BAP WITH BACON,FOO,EA,12,4,4.866,19.46
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS52,LO5368- PLAIN BAGEL -PC CR CH,LO5368,PLAIN BAGEL WITH PC CREAM CHEESE,FOO,EA,12,4,4.086,16.34
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS77,LO8713 - HAM SANDWICH,LO8713,HAM SANDWICH,FOO,EA,12,3,7.734,23.2
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS78,LO8714 - CHEESE TOMATO WRAP,LO8714,CHEESE TOMATO CUCUMBER WRAP,FOO,EA,12,2,6.694,13.39
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS79,LO8715 - CHICKEN CHEESE BAGEL,LO8715,CHICKEN AND CHEESE BAGEL,FOO,EA,12,2,5.014,10.03
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS80,LO8716 - TURKEY SANDWICH,LO8716,TURKEY SANDWICH,FOO,EA,12,4,7.896,31.58
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS81, CHUTNE,LO8718,TILLAMOOK CHEESE CARR TROPICAL CHUTNEY,FOO,EA,12,6,6.788,40.73
BGI3,1/1/2025,132,SI011692,YC,VS,2CFS82,LO8717 - PROTEIN POT W OLIVES,LO8717,PUMPKIN HUMMUS C CHEESE BLACK OLIVES PITTA BREAD T,FOO,EA,12,6,6.904,41.42
BGI3,1/1/2025,132,SI011692,YC,VS,CPAX02,28728- C CREW SVC CHARGE,28728,OVERHEAD - CC OVERHEAD - PER PAX,SER,EA,12,12,25.48,305.76
BGI3,1/1/2025,198A,SI011691,J,VS,JSN05,LO7135 - ORIGINAL SHIRLEY,LO7135,ORIGINAL SHIRLEY BISCUIT,STO,EA,18,18,1.096,19.73
BGI3,2/1/2025,78,SI011694,F,VS,1FCH02,SP124543 - CHILD MEAL [F/C],SP124543,CHML,FOO,EA,31,1,29.908,29.91
BGI3,2/1/2025,78,SI011694,F,VS,1FGF01,SP124540- GFML [F/C],SP124540,GFML,FOO,EA,31,2,31.461,62.92
BGI3,2/1/2025,78,SI011694,F,VS,1FVL01,SP124532 - VLML [F/C],SP124532,VLML,FOO,EA,31,2,33.728,67.46
BGI3,2/1/2025,78,SI011694,F,VS,FAN12,19381- MILK 100%,19381,FULL FAT MILK - PINT,STO,EA,31,4,4.805,19.22
BGI3,2/1/2025,78,SI011694,F,VS,FAN13,19383- MILK 2%,19383,SEMI SKIMMED MILK - PINT,STO,EA,31,2,4.805,9.61
BGI3,2/1/2025,78,SI011694,F,VS,FAN14,19385-LEMON HALVES,19385,LEMON WEDGES,FOO,EA,31,2,5.125,10.25
BGI3,2/1/2025,78,SI011694,F,VS,FAN21,19379-WET ICE[6LB BAG],19379,WET ICE,WET,EA,31,4,2.942,11.77
BGI3,2/1/2025,78,SI011694,F,VS,FAN30,7041- LIME WEDGES,7041,LIME WEDGES,FOO,EA,31,2,4.78,9.56
BGI3,2/1/2025,78,SI011694,F,VS,FPAX04,23234-PER PASSENGER CHARGE,23234,OVERHEAD - J PAX OVERHEAD - PER PAX,SER,EA,31,31,36.774,1139.99
BGI3,2/1/2025,78,SI011694,J,VS,1JAV01,SP124622 - AVML [J/C],SP124622,AVML,FOO,EA,48,1,15.115,15.12
BGI3,2/1/2025,78,SI011694,J,VS,1JCH03,SP124631 - CHILD MEAL [J/C],SP124631,CHML,FOO,EA,48,4,14.622,58.49
BGI3,2/1/2025,78,SI011694,J,VS,1JNL01,SP124634 - NLML [J/C],SP124634,NLML,FOO,EA,48,1,22.504,22.5
BGI3,2/1/2025,78,SI011694,J,VS,JDT33,LO2622- TRAY SET MM,LO2622,TRAY SET UP,SER,EA,48,42,16.138,677.8
BGI3,2/1/2025,78,SI011694,J,VS,JPAX02,23237-PER PASSENGER CHARGE,23237,OVERHEAD - W PAX OVERHEAD - PER PAX,SER,EA,48,47,16.939,796.13
BGI3,2/1/2025,78,SI011694,Y,VS,1YBA02,BABY MEAL - CATERER OWNED,SP124710,BBML,STO,EA,185,2,15.93,31.86
BGI3,2/1/2025,78,SI011694,Y,VS,1YCH04,SP124709- CHML [Y/C],SP124709,CHML,FOO,EA,185,12,14.622,175.46
BGI3,2/1/2025,78,SI011694,Y,VS,1YGF01,SP124706 - GFML [Y/C],SP124706,GFML,FOO,EA,185,2,22.504,45.01
BGI3,2/1/2025,78,SI011694,Y,VS,1YVG01,SP124699- VGML [Y/C],SP124699,VGML,FOO,EA,185,1,14.694,14.69
BGI3,2/1/2025,78,SI011694,Y,VS,1YVL01,SP124698- VLML [Y/C],SP124698,VLML,FOO,EA,185,1,12.154,12.15
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS01,3354- ORANGE JUICE-1LT,3354,BEVERAGES - ORANGE JUICE - 1 LT,STO,EA,185,27,2.124,57.35
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS02,3335-TOMATO JUICE 1LT,3335,BEVERAGES - TOMATO JUICE - 1 LT,STO,EA,185,1,4.057,4.06
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS03,3376-CRANBERRY JUICE,3376,BEVERAGES - CRANBERRY JUICE - 1 LT,STO,EA,185,2,5.101,10.2
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS04,3353-APPLE JUICE 1LTR,3353,BEVERAGES - APPLE JUICE - 1 LT,STO,EA,185,15,2.124,31.86
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS06,3476-MINERAL WATER 1.5LT,3476,BEVERAGES - MINERAL WATER STILL - 1 LT,STO,EA,185,48,2.36,113.28
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS07,33169-SPARKLING WATER 1LT,33169,BEVERAGES - MINERAL WATER SPARK - 1 LT,STO,EA,185,14,3.274,45.84
BGI3,2/1/2025,78,SI011694,Y,VS,3YDS11,213774-PLASTIC BAG,213774,EQUIPMENT - BAG- PLASTIC BAG,EQU,EA,185,1,0.368,0.37
BGI3,2/1/2025,78,SI011694,Y,VS,3YS022,ORANGE LINEN BAG,151383,LAUNDRY - BAG LINEN ORANGE 2014,LAU,EA,185,1,1.969,1.97
BGI3,2/1/2025,78,SI011694,Y,VS,3YS023,LINEN TABLECLOTH,3526,LAUNDRY - TABLE CLOTH/RUNNER 2014,LAU,EA,185,20,0.652,13.04
BGI3,2/1/2025,78,SI011694,Y,VS,3YS024,LINEN NAPKINS,3527,LAUNDRY - LINEN FOLDED NAPKIN 2014,LAU,EA,185,55,0.522,28.71
BGI3,2/1/2025,78,SI011694,Y,VS,3YS032,145995-EQUIP PK - STORES 300,145995,PACKING - FLIGHT PACKING - A330-300,SER,EA,185,1,167.95,167.95
BGI3,2/1/2025,78,SI011694,Y,VS,3YS035,145991-TRANS.- HANDLING 33J,145991,TURNAROUND - STRIP - LOAD - A330-300 - 3 FLIGHTS,SER,EA,185,1,483.897,483.9
BGI3,2/1/2025,78,SI011694,Y,VS,3YS036,145994- WASH UP A330-300,145994,WASH UP - WASH UP - A330-900,SER,EA,185,1,391.843,391.84
BGI3,2/1/2025,78,SI011694,Y,VS,3YS038,17.5% VAT ON LAUNDRY CHRG 33J,51069SALE,SALES TAX - LAUNDRY,VAT,EA,185,1,10.961,10.96
BGI3,2/1/2025,78,SI011694,Y,VS,3YS063,25137-CUTLERY WRAP 1ST SERV 33,25137,PACKING - CUTLERY WRAPPING FIRST SERVICE - A330-30,SER,EA,185,1,8.435,8.44
BGI3,2/1/2025,78,SI011694,Y,VS,3YS064,33819-CUTLERY WRAP 2ND SERV 33,33819,PACKING - CUTLERY WRAPPING SECOND SERVICE - A330-3,SER,EA,185,1,8.435,8.44
BGI3,2/1/2025,78,SI011694,Y,VS,3YS071,32673-CULT WASH-PL 1SER 300,32673,PACKING - CUTLERY WASHUP - POLISHING FIRST SERVICE,SER,EA,185,1,27.272,27.27
BGI3,2/1/2025,78,SI011694,Y,VS,3YS072,33141-CULT WASH-PL 2SER 300,33141,PACKING - CUTLERY WASHUP - POLISHING SECOND SERVIC,SER,EA,185,1,18.363,18.36
BGI3,2/1/2025,78,SI011694,Y,VS,FAN17,19382-MILK 100% [Y],19382,FULL FAT MILK - PINT,STO,EA,185,2,4.805,9.61
BGI3,2/1/2025,78,SI011694,Y,VS,FAN18,19384- MILK 2% [Y],19384,SEMI SKIMMED MILK - PINT,STO,EA,185,4,4.805,19.22
